language,books,url,title,description,theme
tel,dan,https://youtu.be/R8ryfVA0oY0,సారాంశం: దానియేలు,"దానియేలు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథం బబులోను చెరలో ఉన్నప్పటికీ ఇశ్రాయేలు ప్రజల్లో నమ్మకత్వాన్ని ప్రోత్సహించింది. దానియేలుకు కలిగిన దర్శనాలు దేవుడు ఒకనాడు సమస్త రాజ్యాలనూ తన ఏలుబడి కిందికి తేస్తాడన్న నిరీక్షణ కలిగించాయి.",లేఖనాలు చదవండి
tel,hos,https://youtu.be/t2q_E150gC4,సారాంశం: హోషెయ,"హోషేయ గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఇశ్రాయేలీయులు దేవునితో తాము చేసిన నిబంధనను అతిక్రమించారని దానికి తగిన ఫలితాలు వారు అనుభవిస్తారని హోషేయ ఆరోపించాడు.",లేఖనాలు చదవండి
tel,jol,https://youtu.be/Gj3HbdG0-SA,సారాంశం: యోవేలు,"యోవేలు గ్రంథంపై ఉన్న ఈ లేఖన పఠనం వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. “ప్రభువు దినం” గురించి ప్రకటిస్తూ పశ్చాత్తాపం ద్వారా ఇతర ప్రవచన గ్రంథాల్లో కనిపించే గొప్ప పునరుద్ధరణ కలుగుతుందని అతడు బోధించాడు.",లేఖనాలు చదవండి
eng,exo,https://youtu.be/oNpTha80yyE,Overview: Exodus Ch. 19-40,"Watch our overview video on Exodus 19-40, which breaks down the literary design of the book and its flow of thought. In Exodus, God invites the Israelites into a covenant and comes to live among them in the Tabernacle, but Israel rebels and ruins the relationship.
",Old Testament
tel,amo,https://youtu.be/FyZon5BJuV8,సారాంశం: ఆమోసు,"ఆమోసు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఇశ్రాయేలు దేవునితో తమ నిబంధనను అతిక్రమించారని ఆరోపిస్తూ వారి విగ్రహారాధన ఏవిధంగా అన్యాయానికీ, బీదలను నిర్లక్ష్యం చేయడానికీ దారి తీసిందో అతడు వివరించాడు.",లేఖనాలు చదవండి
tel,oba,https://youtu.be/KSgaXAfTII8,సారాంశం: ఓబద్యా,"ఓబద్యా గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఎదోము బబులోను చేతిలో నాశనం అవుతుందని ఓబద్యా ప్రకటించాడు. అహంకారంతో, హింసాత్మకంగా ప్రవర్తించే రాజ్యాలన్నిటినీ దేవుడు కూలిపోయేలా చేస్తాడన్న దానికి అది ఒక సూచన.",లేఖనాలు చదవండి
tel,jon,https://youtu.be/mnIDzLSSsj8,సారాంశం: యోనా,"యోనా గ్రంథం గురించిన ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. తన శత్రువులను దేవుడు ప్రేమించినందుకు దేవున్నే తిరస్కరించిన ఒక తిరుగుబాటు ప్రవక్త కథ ఇది.",లేఖనాలు చదవండి
tel,mic,https://youtu.be/ywBroflMxYk,సారాంశం: మీకా గ్రంథం,"మీకా గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఇశ్రాయేలు పాపం వలన అనుభవించిన పరవాసం తరవాత ప్రేమ, నమ్మకత్వాలతో నిండిన ఒక కొత్త భవిష్యత్తును దేవుని తీర్పు తీసుకొస్తుందని అతడు ప్రవచించాడు.",లేఖనాలు చదవండి
tel,nam,https://youtu.be/Y4a2hVh8Wf4,సారాంశం: నహూము,"నహూము గ్రంథం గురించి ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. దేవుడు ఏవిధంగా హింసాత్మకమైన సమస్త మానవ రాజ్యాలనూ కూలదోస్తాడు అనేదానికి సూచనగా ఉన్న నీనేవే, అస్శూరుల పతనం గురించి నహూము ప్రవచించాడు.",లేఖనాలు చదవండి
tel,hab,https://youtu.be/lOPXNUD0BjM,సారాంశం: హబక్కూకు,"హబక్కూకు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ లోకంలోని విపరీతమైన దుర్మార్గం, అన్యాయాల మధ్య దేవుని మంచితనం గురించి అర్ధం చేసుకోడానికి హబక్కూ చాలా కొట్టుమిట్టాడాడు.",లేఖనాలు చదవండి
tel,zep,https://youtu.be/qWzpML6ztp8,సారాంశం: జెఫన్యా,"జెఫన్యా గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఇశ్రాయేలును పవిత్రపరిచే దేవుని తీర్పు గురించి జెఫన్యా ప్రకటించాడు. అది వారిలోని దుష్టత్వాన్ని తీసివేసి ప్రజలందరూ ఐక్యంగా శాంతి సమాధానాలతో మెలిగే ఒక నూతన భవిష్యత్తును తీసుకొస్తుంది.",లేఖనాలు చదవండి
tel,hag,https://youtu.be/UMhGmoF8KoU,సారాంశం: హగ్గయి,"హగ్గయి గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఇశ్రాయేలీయులు చెరనుండి తిగిగి వచ్చిన తరవాత వారిని తమ దేవుని పట్ల నమ్మకంగా ఉండమనీ, మందిరాన్ని తిరిగి నిర్మించమనీ హగ్గయి వారిని సవాలు చేశాడు.",లేఖనాలు చదవండి
tel,zec,https://youtu.be/2_KEoP52Jqg,సారాంశం: జెకర్యా,"జెకర్యా గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. జెకర్యా దర్శనాలు భవిషత్తులో రాబోయే మెస్సీయ రాజ్యం గురించిన వాగ్దానంలో నిరీక్షణను కలిగించి చెరనుండి తిరిగి వచ్చిన ఇశ్రాయేలీయులను దేవునిపట్ల నమ్మకంగా ఉండమని సవాలు చేశాయి.",లేఖనాలు చదవండి
eng,lev,https://youtu.be/IJ-FekWUZzE,Overview: Leviticus,"Watch our overview video on the book of Leviticus, which breaks down the literary design of the book and its flow of thought. In Leviticus, Israel’s holy God invites them to live in His presence despite their sin, through a series of rituals and sacred institutions.",Old Testament
tel,mal,https://youtu.be/Xnm_5O_69lk,సారాంశం: మలాకీ,"మలాకీ గ్రంథం గురించిన ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. చెరనుండి తిరిగి వచ్చిన ఇశ్రాయేలీయుల స్వార్ధం గురించి మలాకీ వారిని ఆక్షేపించాడు. ప్రభువు దినం ఇశ్రాయేలును పవిత్రీకరించి వారిని దేవుని రాజ్య స్థాపనకై సిద్ధపరుస్తుందని అతడు ప్రకటించాడు.",లేఖనాలు చదవండి
tel,NT,https://youtu.be/JCQwQfskCd0,సారాంశం: కొత్త నిబంధన వృత్తాంతం,"ఈ వీడియో కొత్త నిబంధన గురించిన క్లుప్త పర్యావలోకనం. లేఖన పఠనం అనే మన వీడియో శ్రేణిలో ఉపయోగించిన చలన రూపక చిత్ర విధానాన్ని ఉపయోగించి కొత్త నిబంధన అంతటి సాహిత్య నిర్మాణాన్ని, అది హీబ్రూ లేఖనాల కథను కొనసాగించిన విధానాన్ని మనకి తెలియ జేస్తుంది.",లేఖనాలు చదవండి
tel,mat,https://youtu.be/fLlxjz9cMVk,సారాంశం: మత్తయి సువార్త 1వ భాగము,"మత్తయి సువార్త గ్రంథం గురించిన ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. యేసు దేవుని పరలోక రాజ్యాన్ని ఈ భూమి మీదికి తెచ్చాడు. తన శిష్యులకు తన మరణం, పునరుత్థానం ద్వారా ఒక నూతన జీవితానికి పిలుపునిచ్చాడు. మొదటి భాగంలో మొదటి 13 అధ్యాయాలు, రెండవ భాగంలో 14 నుండి 28 అధ్యాయాలను వివరించారు.",లేఖనాలు చదవండి
tel,mat,https://youtu.be/GoQCxO6DpJc,సారాంశం: మత్తయి సువార్త 2వ భాగము,"మత్తయి సువార్త గ్రంథం గురించిన ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. యేసు దేవుని పరలోక రాజ్యాన్ని ఈ భూమి మీదికి తెచ్చాడు. తన శిష్యులకు తన మరణం, పునరుత్థానం ద్వారా ఒక నూతన జీవితానికి పిలుపునిచ్చాడు. మొదటి భాగంలో మొదటి 13 అధ్యాయాలు, రెండవ భాగంలో 14 నుండి 28 అధ్యాయాలను వివరించారు.",లేఖనాలు చదవండి
tel,mrk,https://youtu.be/y2a_4wAzPlo,సారాంశం: మార్కు సువార్త గ్రంథం,"యేసు యొక్క జీవితం, మరణం మరియు పునరుజ్జీవం యొక్క ప్రారంభ అధికారిక నివేదికలలో ఒకటి. మార్కు యేసు ఇశ్రాయేలు ఎదురుచూస్తున్న నిజమైన మెస్సీయా అనే ప్రాథమిక ప్రశ్నలను ప్రస్తావిస్తాడు. అలాగైతే మెస్సీయ రాజు ఏ విధoగా బాధపడితే చనిపోయి మరణిoచాడు?",లేఖనాలు చదవండి
tel,luk,https://youtu.be/4byvmpQ0fS8,సారాంశం: లూకా సువార్త 1వ భాగము,"లూకా సువార్తపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో దేవునికీ, ఇశ్రాయేలుకూ మధ్య ఉన్న నిబంధనను దాని ముగింపుకు తీసుకెళ్ళాడు. బీదలకు, ధనవంతులకు దేవుని రాజ్యం గురించిన శుభవార్తను ప్రకటించాడు. మొదటి భాగం మొదటి 9 అధ్యాయాలు, రెండవ భాగం 10 నుండి 24 అధ్యాయాల వివరణ.",లేఖనాలు చదవండి
tel,luk,https://youtu.be/iCk7Egn6PuI,సారాంశం: లూకా సువార్త 2 వ భాగము,"లూకా సువార్తపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో దేవునికీ, ఇశ్రాయేలుకూ మధ్య ఉన్న నిబంధనను దాని ముగింపుకు తీసుకెళ్ళాడు. బీదలకు, ధనవంతులకు దేవుని రాజ్యం గురించిన శుభవార్తను ప్రకటించాడు. మొదటి భాగం మొదటి 9 అధ్యాయాలు, రెండవ భాగం 10 నుండి 24 అధ్యాయాల వివరణ.",లేఖనాలు చదవండి
tel,jhn,https://youtu.be/HkRnW_jwx9U,సారాంశం: యోహాను సువార్త 1 వ భాగము,"గ్రంథం యొక్క సాహిత్య రూపకల్పన మరియు ఆలోచన యొక్క ప్రవాహాన్ని విచ్ఛిన్నం చేసే జాన్ సువార్తపై మా గ్రంథం వీడియోను చూడండి. యోహానులో, యేసు మానవుడయ్యాడు, ఇశ్రాయేలు సృష్టికర్త యొక్క అవతారంగా, తన ప్రేమను మరియు నిత్యజీవపు బహుమతిని ప్రపంచానికి పంచుకునేందుకు.",లేఖనాలు చదవండి
tel,jhn,https://youtu.be/pTR7hxtDvBo,సారాంశం: యోహాను సువార్త 2 వ భాగము,"యోహాను సువార్తపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో సృష్టికర్త, ఇశ్రాయేలు దేవుని అవతారంగా యేసు మానవుడుగా జన్మించాడు. ఆయన తన ప్రేమను, నిత్యజీవం అనే బహుమానాన్ని ఈ లోకంతో పంచుకున్నాడు. మొదటి భాగం 1 నుండి 12 అధ్యాయాలు, రెండవ భాగం 13 నుండి 21 అధ్యాయాలను ధ్యానించాయి.",లేఖనాలు చదవండి
tel,act,https://youtu.be/Tf_O42JvDf8,సారాంశం: అపోస్తలుల కార్యాలు గ్రంథం 1 వ భాగము,"అపోస్తలుల కార్యాలు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. తన శిష్యులు తన రాజ్య సువార్తను ఈ లోక రాజ్యాలకు ప్రకటిస్తుండగా యేసు వారిని బలోపేతం చేయడానికి పరిశుద్ధాత్మను పంపించాడు. మొదటి భాగం గ్రంథంలోని మొదటి 12 అధ్యాయాలు, రెండవ భాగం 13 నుండి 28 అధ్యాయాల వివరణ.",లేఖనాలు చదవండి
tel,act,https://youtu.be/0iWVJjrQgDU,సారాంశం: అపోస్తలుల కార్యాలు,"అపోస్తలుల కార్యాలు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. తన శిష్యులు తన రాజ్య సువార్తను ఈ లోక రాజ్యాలకు ప్రకటిస్తుండగా యేసు వారిని బలోపేతం చేయడానికి పరిశుద్ధాత్మను పంపించాడు. మొదటి భాగం గ్రంథంలోని మొదటి 12 అధ్యాయాలు, రెండవ భాగం 13 నుండి 28 అధ్యాయాల వివరణ.",లేఖనాలు చదవండి
tel,rom,https://youtu.be/oYKOXfig3zQ,సారాంశం: రోమీయులకు రాసిన పత్రిక 1 వ భాగము,"రోమా పత్రిక మీద  ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. యేసు తన మరణం, పునరుత్థానం, పరిశుద్దాత్మను పంపించడం ద్వారా ఒక కొత్త అబ్రాహాము నిబంధనా కుటుంబాన్ని నెలకొల్పాడని పౌలు వివరిస్తున్నాడు. మొదటి భాగం మొదటి 4 అధ్యాయాలను, రెండవ భాగం 5 నుండి 16 అధ్యాయాలను వివరించాయి.",లేఖనాలు చదవండి
eng,sng,https://youtu.be/4KC7xE4fgOw,Overview: Song of Songs,"Watch our overview video on the book of Song of Songs, which breaks down the literary design of the book and its flow of thought. The Song of Songs is a collection of ancient Israelite love poems that celebrate the beauty and power of God's gift of love and sexual desire.",Old Testament
eng,isa,https://youtu.be/d0A6Uchb1F8,Overview: Isaiah 1-39,"Watch our overview video on the first 39 chapters of the book of Isaiah, which breaks down the literary design of the book and its flow of thought. Isaiah announces that God’s judgment will purify Israel and prepare his people for the coming messianic king and the new Jerusalem.",Old Testament
tel,rom,https://youtu.be/JBz3-d4wuVc,సారాంశం: రోమీయులకు రాసిన పత్రిక 2 వ భాగము,"రోమా పత్రిక మీద  ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. యేసు తన మరణం, పునరుత్థానం, పరిశుద్దాత్మను పంపించడం ద్వారా ఒక కొత్త అబ్రాహాము నిబంధనా కుటుంబాన్ని నెలకొల్పాడని పౌలు వివరిస్తున్నాడు. మొదటి భాగం మొదటి 4 అధ్యాయాలను, రెండవ భాగం 5 నుండి 16 అధ్యాయాలను వివరించాయి.",లేఖనాలు చదవండి
tel,1co,https://youtu.be/LU8UD_vixQQ,సారాంశం: కొరింథీయులకు రాసిన 1 పత్రిక,"మొదటి కొరింథీ పత్రికపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ పత్రికలో పౌలు జీవితంలోని అధిక శాతం క్లిష్టమైన సమస్యలన్నిటినీ సువార్త దృష్టితో గమనించగలం అని కొరింతులోని నూతన విశ్వాసులకు వివరించాడు.",లేఖనాలు చదవండి
tel,2co,https://youtu.be/u6A3ZYa3sBo,సారాంశం: కొరింథీయులకు రాసిన 2వ పత్రిక,"2 కొరింథీ పత్రిక గురించి ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. సిలువను గూర్చిన వెర్రితనం మన విలువల వ్యవస్థను ఏవిధంగా తలకిందులు చేసిందో పౌలు వివరించాడు.",లేఖనాలు చదవండి
tel,gal,https://youtu.be/fz9VdupS0co,సారాంశం: గలతీయులకు రాసిన పత్రిక,"గలతీ పత్రికపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ పత్రికలో పౌలు వివాదాస్పదమైన తోరా సూత్రాలను పాటిస్తూ సంఘాన్ని విభజించే పనులను ఆపివేయాలని గలతీ క్రైస్తవులను హెచ్చరిస్తున్నాడు.",లేఖనాలు చదవండి
tel,eph,https://youtu.be/evL5R0lkjOA,సారాంశం: ఎఫెసీయులకు రాసిన పత్రిక,"ఈ లేఖన పఠనం వీడియో ఎఫెసీ పత్రిక యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. సువార్త ఏవిధంగా జాతి పరంగా విభిన్నమైన సమాజాలను యేసుపట్ల, ఒకరితో ఒకరి పట్ల భక్తీ శ్రద్ధలను కనపరిచేలా ఏకం చేస్తుందో పౌలు దీనిలో వివరించాడు.",లేఖనాలు చదవండి
tel,php,https://youtu.be/_KKwPytQuEQ,సారాంశం: ఫిలిప్పీయులకు రాసిన పత్రిక,"ఈ పత్రిక గురించిన ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఫిలిప్పీయుల దాతృత్వాన్ని బట్టి పౌలు వారికి కృతజ్ఞతలు చెబుతూ వారంతా ఏవిధంగా యేసు చూపిన నిస్వార్ధమైన ప్రేమను అనుకరించాలో వివరించాడు.",లేఖనాలు చదవండి
tel,col,https://youtu.be/ujZQ1JAmi4o,సారాంశం: కొలస్సీయులకు,"కొలస్సీ పత్రికపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. సమస్తమైన వాస్తవికతకూ యేసునే కేంద్రంగా చూడాలని కొలస్సీ క్రైస్తవులను పౌలు ప్రోత్సహిస్తున్నాడు. ఆ విధంగా వారు ఇతర మతాల ఆకర్షణలకు లొంగకుండా ఉండగలుగుతారు.",లేఖనాలు చదవండి
tel,1th,https://youtu.be/ixiP3odgnXw,సారాంశం: థెస్సలోనీకయులకు రాసిన 1 ఉత్తరం,"ఈ పత్రికపై ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. దీనిలో పౌలు శ్రమలు అనుభవిస్తున్న తెస్సలోనికయ క్రైస్తవులను భవిష్యత్తులో జరగబోయే యేసు రాజు రాక కోసం నిరీక్షించమని ప్రోత్సహించాడు. ఆయన వచ్చినప్పుడు అన్నిటినీ చక్కబరుస్తాడు.",లేఖనాలు చదవండి
tel,2th,https://youtu.be/DFq32kmCCvg,సారాంశం: థెస్సలోనికయులకు రాసిన 2 పత్రిక,"ఈ పత్రిక లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ పత్రికలో పౌలు యేసు రెండవ రాకడ గురించి తాను ఇంతకు ముందు చేసిన బోధలను వారికి జ్ఞాపకం చేస్తూ అనవసరంగా సమాజాన్ని గందరగోళంలో పడేస్తున్న క్రైస్తవులను గద్దించాడు.",లేఖనాలు చదవండి
tel,2ti,https://youtu.be/xyBUk38CMVk,సారాంశం: 2 వ తిమోతి,"తిమోతి 2 వ పత్రిక గురించిన ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. పౌలు మరణ శిక్షకు సమీపంగా ఉన్నాడు. యేసును వెంబడించడంలో ఎంత త్యాగం చేయాల్సి వచ్చినా, ఎంత ప్రమాదం ఎదురైనా వెనుకంజ వేయొద్దని పౌలు తిమోతిని వ్యక్తిగతంగా సవాలు చేస్తున్నాడు.",లేఖనాలు చదవండి
tel,tit,https://youtu.be/SOpRVgkVptM,సారాంశం: తీతుకు రాసిన పత్రిక,"తీతు పత్రికపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. క్రేతు ప్రజల మూర్ఖపు సంస్కృతిని యేసు సువార్త, పరిశుద్ధాత్మ శక్తి ఏవిధంగా రూపాంతరం చెందించ గలవో చూపించమని పౌలు తిమోతికి బాధ్యత అప్పగిస్తున్నాడు.",లేఖనాలు చదవండి
tel,phm,https://youtu.be/okhF_zxTT9o,సారాంశం: ఫిలేమోను,"ఫిలేమోను పత్రికపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఒనేసిము అనే తన పారిపోయిన బానిసతో సమాధాన పడడానికి తన స్నేహితుడైన ఫిలేమోనుకు పౌలు సహాయం చేస్తున్నాడు. ఇప్పుడు యేసులో వారిద్దరూ సమానులే అని అతడు గుర్తు చేస్తున్నాడు.",లేఖనాలు చదవండి
tel,jas,https://youtu.be/YDkY8M5nSXw,సారాంశం: యాకోబు,"యాకోబు పత్రికపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. తన ఈ పత్రికలో యాకోబు తన సోదరుడైన యేసు జ్ఞానాన్ని సామెతలు గ్రంథంలోని జ్ఞానంతో కలిపి మనం సంపూర్ణంగా దేవునికి కట్టుబడి ఉండాలని పిలుపు నిస్తున్నాడు.",లేఖనాలు చదవండి
tel,1pe,https://youtu.be/WVncWAHvx3g,సారాంశం: 1 పేతురు,"ఈ పత్రిక లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. పేతురు శ్రమలు అనుభవిస్తున్న క్రైస్తవులకు ఒక నిరీక్షణను అందిస్తూ యేసును అనుసరించడంలో ఇమిడి ఉన్న అంశాలకు అనుగుణంగా జీవించడం గురించిన ఆచరణాత్మక సూచనలు ఇస్తున్నాడు.",లేఖనాలు చదవండి
tel,2pe,https://youtu.be/eHNGYwRYgh8,సారాంశం: 2 పేతురు,"2 పేతురు పత్రిక గురించిన ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. విశ్వాసులు నమ్మకంగా నిలిచి ఉండాలని పిలుపునిస్తూ యేసు గురించిన సందేశాన్ని వక్రీకరించి ఇతరులు చెదరిపోడానికి కారకులైన అబద్ద బోధకులను గద్దించాడు.",లేఖనాలు చదవండి
tel,"1jn, 2jn, 3jn",https://youtu.be/iXPZYiPMwiY,"సారాంశం: యోహాను రాసిన 1,2,3 పత్రికలు","ఈ మూడు పత్రికలపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఒకరినొకరు ప్రేమించుకోవడం ద్వారా తమలోని దేవుని జీవాన్ని, ప్రేమను పంచుకోమని యోహాను యేసు అనుచరులను ప్రోత్సహిస్తున్నాడు.",లేఖనాలు చదవండి
tel,jud,https://youtu.be/nKDv3xPLkyg,సారాంశం: యూదా పత్రిక,"ఈ పత్రిక గురించి ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. తన సోదరుడైన యేసు గురించిన సందేశాన్ని వక్రీకరించే అబద్ద బోధకులను యూదా ఖండిస్తున్నాడు.",లేఖనాలు చదవండి
tel,rev,https://youtu.be/LEaJkrOPmbY,సారాంశం: ప్రకటన గ్రంథం 1-11,"ప్రకటన గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ప్రకటన గ్రంథంలో యేసు తన మరణం, పునరుత్థానాల ద్వారా దుర్మార్గాన్ని జయించాడనీ, ఆయన ఈ లోకానికి నిజమైన రాజుగా ఒకనాడు రాబోతున్నాడనీ యోహాను పొందిన దర్శనాలు బయలుపరుస్తున్నాయి. మొదటి భాగం గ్రంథం మొదటి 11 అధ్యాయాలను, రెండవ భాగం 12 నుండి 22 అధ్యాయాలను వివరించాయి.",లేఖనాలు చదవండి
tel,rev,https://youtu.be/JX10QV9i8xg,సారాంశం: ప్రకటన గ్రంథం 12-22,"ప్రకటన గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ప్రకటన గ్రంథంలో యేసు తన మరణం, పునరుత్థానాల ద్వారా దుర్మార్గాన్ని జయించాడనీ, ఆయన ఈ లోకానికి నిజమైన రాజుగా ఒకనాడు రాబోతున్నాడనీ యోహాను పొందిన దర్శనాలు బయలుపరుస్తున్నాయి. మొదటి భాగం గ్రంథం మొదటి 11 అధ్యాయాలను, రెండవ భాగం 12 నుండి 22 అధ్యాయాలను వివరించాయి.",లేఖనాలు చదవండి
eng,OT,https://youtu.be/ALsluAKBZ-c,Overview: TaNaK / Old Testament,"Watch our overview video on the Old Testament, also known as the Hebrew Bible, or the TaNaK. This video breaks down the literary design of the entire Old Testament and its flow of thought. ",Old Testament
eng,gen,https://youtu.be/GQI72THyO5I,Overview: Genesis Ch. 1-11,"Watch our overview video on Genesis 1-11, which breaks down the literary design of the book and its flow of thought. In Genesis, God makes a good world and commissions humans to rule it, and then they give in to evil and ruin everything.",Old Testament
eng,gen,https://youtu.be/F4isSyennFo,Overview: Genesis Ch. 12-50,"Watch our overview video on Genesis 12-50, which breaks down the literary design of the book and its flow of thought. In Genesis, God promises to bless rebellious humanity through the family of Abraham, despite their constant failure and folly.",Old Testament
